"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"12/05/2021","1,380.17","1,358.59","1,380.23","1,350.80","264.23K","1.54%"
"11/05/2021","1,359.19","1,370.71","1,382.06","1,359.19","262.05K","-0.84%"
"10/05/2021","1,370.66","1,339.75","1,371.51","1,335.39","302.73K","2.23%"
"07/05/2021","1,340.73","1,344.09","1,347.80","1,329.51","291.44K","-0.29%"
"06/05/2021","1,344.64","1,346.93","1,352.57","1,337.28","226.86K","-0.17%"
"05/05/2021","1,346.89","1,328.47","1,360.76","1,328.47","274.66K","1.42%"
"04/05/2021","1,328.03","1,312.08","1,329.18","1,285.90","274.20K","1.20%"
"29/04/2021","1,312.28","1,294.79","1,312.62","1,294.79","242.34K","1.41%"
"28/04/2021","1,294.06","1,283.81","1,296.48","1,280.54","206.90K","0.80%"
"27/04/2021","1,283.81","1,274.32","1,283.95","1,264.57","171.78K","0.69%"
"26/04/2021","1,275.04","1,301.39","1,305.73","1,269.78","216.95K","-2.02%"
"23/04/2021","1,301.39","1,271.52","1,301.39","1,262.89","245.63K","2.35%"
"22/04/2021","1,271.53","1,312.33","1,317.50","1,271.53","232.54K","-3.13%"
"20/04/2021","1,312.68","1,308.03","1,331.56","1,303.68","244.92K","0.49%"
"19/04/2021","1,306.22","1,277.11","1,306.22","1,271.52","210.60K","2.30%"
"16/04/2021","1,276.87","1,283.18","1,291.37","1,262.52","247.67K","-0.57%"
"15/04/2021","1,284.20","1,291.83","1,300.84","1,283.98","236.68K","-0.51%"
"14/04/2021","1,290.77","1,277.31","1,290.77","1,263.89","207.52K","1.05%"
"13/04/2021","1,277.35","1,278.31","1,298.78","1,276.74","255.77K","-0.07%"
"12/04/2021","1,278.19","1,254.39","1,279.52","1,254.39","267.96K","1.99%"
"09/04/2021","1,253.26","1,251.71","1,256.06","1,245.26","173.79K","0.12%"
"08/04/2021","1,251.81","1,257.75","1,263.03","1,249.45","161.34K","-0.47%"
"07/04/2021","1,257.77","1,255.36","1,257.77","1,248.15","213.31K","0.19%"
"06/04/2021","1,255.36","1,248.43","1,260.35","1,245.16","222.98K","0.44%"
"05/04/2021","1,249.90","1,240.24","1,256.12","1,240.24","219.16K","0.96%"
"02/04/2021","1,238.03","1,226.84","1,243.67","1,226.84","199.25K","0.97%"
"01/04/2021","1,226.16","1,196.62","1,227.56","1,196.39","222.24K","2.50%"
"31/03/2021","1,196.24","1,190.86","1,203.18","1,189.47","171.90K","0.45%"
"30/03/2021","1,190.86","1,180.21","1,192.90","1,175.90","217.51K","0.91%"
"29/03/2021","1,180.07","1,167.30","1,182.06","1,167.30","145.67K","1.10%"
"26/03/2021","1,167.19","1,164.38","1,170.75","1,143.08","172.71K","0.22%"
"25/03/2021","1,164.64","1,165.80","1,175.86","1,159.25","165.90K","-0.08%"
"24/03/2021","1,165.61","1,186.04","1,186.04","1,157.69","190.25K","-1.80%"
"23/03/2021","1,186.98","1,198.49","1,198.49","1,182.22","155.69K","-0.96%"
"22/03/2021","1,198.54","1,204.00","1,207.28","1,194.79","161.30K","-0.40%"
"19/03/2021","1,203.36","1,211.08","1,211.08","1,201.17","171.42K","-0.68%"
"18/03/2021","1,211.54","1,193.71","1,211.54","1,193.71","155.17K","1.52%"
"17/03/2021","1,193.45","1,188.31","1,193.45","1,183.83","193.60K","0.47%"
"16/03/2021","1,187.84","1,191.08","1,192.15","1,177.05","163.86K","-0.25%"
"15/03/2021","1,190.86","1,187.84","1,194.29","1,184.32","149.68K","0.26%"
"12/03/2021","1,187.81","1,188.74","1,193.97","1,184.64","147.25K","-0.08%"
"11/03/2021","1,188.71","1,172.94","1,190.47","1,172.94","167.31K","1.40%"
"10/03/2021","1,172.26","1,163.43","1,173.58","1,154.29","156.01K","0.80%"
"09/03/2021","1,163.00","1,169.89","1,169.89","1,150.18","159.98K","-0.60%"
"08/03/2021","1,170.00","1,175.19","1,186.29","1,164.78","164.93K","-0.33%"
"05/03/2021","1,173.83","1,174.36","1,174.80","1,157.45","205.21K","-0.04%"
"04/03/2021","1,174.29","1,195.62","1,200.42","1,164.63","183.13K","-1.78%"
"03/03/2021","1,195.60","1,194.78","1,198.36","1,189.14","154.44K","0.07%"
"02/03/2021","1,194.71","1,192.60","1,203.84","1,188.01","169.42K","0.24%"
"01/03/2021","1,191.83","1,173.72","1,192.85","1,173.72","191.03K","1.55%"
"26/02/2021","1,173.60","1,169.37","1,175.40","1,153.41","178.99K","0.32%"
"25/02/2021","1,169.82","1,168.22","1,175.19","1,158.06","158.38K","0.23%"
"24/02/2021","1,167.18","1,182.76","1,192.04","1,161.13","178.72K","-1.29%"
"23/02/2021","1,182.47","1,180.38","1,191.74","1,174.18","195.05K","0.16%"
"22/02/2021","1,180.55","1,180.48","1,190.48","1,172.71","175.26K","0.00%"
"19/02/2021","1,180.59","1,186.70","1,188.61","1,168.18","166.18K","-0.62%"
"18/02/2021","1,187.94","1,174.80","1,187.94","1,162.48","183.25K","1.11%"
"17/02/2021","1,174.91","1,130.19","1,174.91","1,130.19","174.12K","4.02%"
"09/02/2021","1,129.49","1,092.67","1,129.49","1,089.85","173.19K","3.38%"
"08/02/2021","1,092.59","1,135.50","1,136.38","1,077.40","228.47K","-3.78%"
"05/02/2021","1,135.50","1,117.92","1,135.50","1,117.92","139.78K","1.59%"
"04/02/2021","1,117.74","1,117.52","1,126.64","1,103.11","155.64K","-0.02%"
"03/02/2021","1,117.98","1,080.23","1,122.04","1,080.23","204.90K","3.55%"
"02/02/2021","1,079.70","1,029.55","1,079.87","1,025.18","162.84K","4.84%"
"01/02/2021","1,029.86","1,048.01","1,068.93","1,029.21","175.34K","-1.76%"
"29/01/2021","1,048.31","1,009.96","1,070.05","978.85","242.65K","3.72%"
"28/01/2021","1,010.75","1,080.83","1,080.83","1,008.53","282.13K","-6.73%"
"27/01/2021","1,083.63","1,122.92","1,125.25","1,073.74","241.01K","-3.69%"
"26/01/2021","1,125.09","1,153.94","1,155.32","1,107.54","236.71K","-2.53%"
"25/01/2021","1,154.29","1,156.55","1,164.70","1,149.26","198.48K","-0.20%"
"22/01/2021","1,156.58","1,151.30","1,164.45","1,147.88","210.39K","0.46%"
"21/01/2021","1,151.30","1,116.21","1,152.90","1,114.26","204.60K","3.14%"
"20/01/2021","1,116.21","1,108.92","1,121.97","1,073.13","262.60K","0.80%"
"19/01/2021","1,107.32","1,173.27","1,173.61","1,098.47","324.71K","-5.63%"
"18/01/2021","1,173.34","1,183.25","1,188.53","1,171.96","199.29K","-0.75%"
"15/01/2021","1,182.20","1,169.27","1,185.46","1,169.27","211.72K","1.13%"
"14/01/2021","1,168.99","1,165.22","1,169.97","1,156.58","229.62K","0.38%"
"13/01/2021","1,164.57","1,169.16","1,178.44","1,161.87","187.36K","-0.38%"
"12/01/2021","1,169.03","1,163.44","1,169.38","1,155.90","202.52K","0.48%"
"11/01/2021","1,163.40","1,148.06","1,165.99","1,148.06","222.79K","1.35%"
"08/01/2021","1,147.86","1,131.00","1,156.38","1,131.00","220.09K","1.53%"
"07/01/2021","1,130.59","1,113.88","1,130.59","1,113.88","215.40K","1.51%"
"06/01/2021","1,113.72","1,105.74","1,125.63","1,104.99","225.23K","0.85%"
"05/01/2021","1,104.30","1,090.71","1,106.29","1,086.07","191.64K","1.14%"
"04/01/2021","1,091.87","1,072.44","1,097.61","1,072.44","233.73K","1.97%"
