Date,STB,VIC,SSI,MSN,FPT,HAG,KDC,EIB,DPM,VNM,REE,OGC,IJC,VCB,PNJ,BVH,ITA,HPG,CTG,SJS,QCG,PVD,CII,SBT,VSH,KDH,DIG,GMD
2022-08-09,25250.0,65300.0,23860.0,105200.0,73245.0,12050.0,67897.0,25166.0,44186.0,70733.0,68895.0,12800.0,16259.0,80800.0,85553.0,54680.0,8150.0,24100.0,28800.0,69400.0,8810.0,17750.0,21100.0,16099.0,36185.0,38350.0,40950.0,51116.0
2022-08-10,24900.0,64800.0,23620.0,105800.0,73075.0,11700.0,67897.0,24999.0,43097.0,71224.0,69066.0,13600.0,17359.0,80500.0,85407.0,53929.0,8210.0,23800.0,28450.0,68500.0,9130.0,18800.0,22550.0,15929.0,35534.0,38750.0,42100.0,50726.0
2022-08-11,25200.0,65800.0,23475.0,106800.0,73075.0,12200.0,67600.0,24999.0,42280.0,69849.0,68724.0,13500.0,17241.0,81500.0,83647.0,53179.0,8060.0,23400.0,28500.0,69900.0,8900.0,18700.0,23050.0,16226.0,35488.0,39000.0,40000.0,50238.0
2022-08-12,25650.0,66200.0,23956.0,107200.0,73500.0,11950.0,67402.0,24957.0,42552.0,70635.0,69066.0,13450.0,18026.0,81600.0,83134.0,54586.0,8150.0,23950.0,28650.0,69800.0,8950.0,18900.0,23500.0,16226.0,35720.0,38800.0,40550.0,50531.0
2022-08-15,25650.0,66400.0,23812.0,108500.0,75540.0,12350.0,67402.0,24999.0,43460.0,70242.0,71637.0,13300.0,18615.0,81800.0,84087.0,54304.0,8190.0,24000.0,29450.0,69000.0,8900.0,19200.0,23700.0,16269.0,36417.0,38800.0,40700.0,51214.0
2022-08-16,25550.0,65900.0,23668.0,109000.0,75370.0,12300.0,67897.0,24999.0,43369.0,70536.0,72151.0,13100.0,18772.0,81500.0,84307.0,53929.0,8300.0,24550.0,29200.0,69300.0,8860.0,19250.0,25350.0,16142.0,37485.0,38850.0,41250.0,51897.0
2022-08-17,25400.0,67300.0,23620.0,111300.0,75030.0,11900.0,67501.0,24999.0,42825.0,71322.0,70952.0,13050.0,18223.0,81500.0,84234.0,53273.0,8140.0,24300.0,29100.0,68800.0,8800.0,19100.0,25000.0,15844.0,36510.0,39300.0,41200.0,51311.0
2022-08-18,25200.0,68100.0,24149.0,112000.0,75030.0,11650.0,67402.0,24916.0,43006.0,72108.0,71037.0,13000.0,18223.0,81500.0,83867.0,52991.0,8090.0,24150.0,28750.0,68800.0,8690.0,19000.0,24500.0,15802.0,35767.0,39300.0,40800.0,51214.0
2022-08-19,25100.0,67900.0,24197.0,112000.0,73840.0,11650.0,67500.0,24749.0,42552.0,72796.0,70009.0,13050.0,18380.0,80900.0,83574.0,52335.0,8060.0,23750.0,28250.0,68700.0,8510.0,19800.0,24900.0,15207.0,35488.0,38700.0,40700.0,50726.0
2022-08-22,24700.0,66000.0,23764.0,111800.0,73755.0,12400.0,67000.0,24916.0,41554.0,72403.0,71294.0,13150.0,18851.0,80000.0,84160.0,53460.0,7810.0,23350.0,28000.0,67500.0,8300.0,20350.0,24600.0,15122.0,36045.0,37700.0,38150.0,50141.0
2022-08-23,25000.0,65000.0,24437.0,112600.0,73925.0,12350.0,67000.0,25082.0,41963.0,74466.0,72408.0,13300.0,19087.0,80200.0,83940.0,53273.0,8000.0,23650.0,28000.0,69500.0,8500.0,20650.0,24850.0,15547.0,36324.0,37700.0,40000.0,51116.0
2022-08-24,25400.0,64900.0,24293.0,111900.0,74098.0,12650.0,67000.0,24999.0,43369.0,76332.0,72837.0,13700.0,18930.0,82000.0,85920.0,53367.0,7900.0,23500.0,28200.0,69700.0,8760.0,21300.0,25200.0,15249.0,36138.0,37750.0,39600.0,50824.0
2022-08-25,25650.0,65900.0,24534.0,112800.0,74183.0,12600.0,67000.0,24916.0,46363.0,76529.0,73008.0,13600.0,18615.0,82000.0,85480.0,53460.0,8030.0,23850.0,28700.0,73600.0,8660.0,21000.0,25000.0,15717.0,35999.0,38200.0,40000.0,51409.0
2022-08-26,25100.0,65000.0,23860.0,112200.0,74957.0,12750.0,66900.0,25999.0,46726.0,75547.0,71551.0,13400.0,18262.0,82500.0,86360.0,53460.0,7860.0,23500.0,28450.0,72400.0,8480.0,20100.0,24300.0,15419.0,35767.0,38350.0,40100.0,50726.0
2022-08-29,24850.0,63600.0,23475.0,112200.0,74355.0,13050.0,66700.0,25791.0,49902.0,74171.0,71980.0,13000.0,17987.0,82500.0,85407.0,53742.0,7310.0,23000.0,27900.0,71900.0,8250.0,21500.0,23500.0,15207.0,36185.0,37600.0,39800.0,49848.0
2022-08-30,24650.0,63600.0,23042.0,113700.0,74269.0,12950.0,66700.0,25416.0,49629.0,74662.0,72237.0,13650.0,17791.0,86000.0,83867.0,53835.0,7090.0,23050.0,28400.0,70500.0,8200.0,21600.0,22800.0,15717.0,36324.0,37700.0,38000.0,48970.0
2022-08-31,24800.0,63700.0,23090.0,114500.0,74441.0,12950.0,67000.0,25291.0,49448.0,74171.0,73779.0,14600.0,17908.0,84000.0,84160.0,54867.0,7000.0,23000.0,28250.0,70100.0,8360.0,20700.0,23800.0,15504.0,37021.0,37000.0,38000.0,49555.0
2022-09-05,24700.0,64000.0,22802.0,115500.0,74098.0,12950.0,67000.0,25249.0,49902.0,76136.0,74122.0,15500.0,17634.0,82600.0,83794.0,55899.0,6840.0,23900.0,27950.0,70400.0,8520.0,21500.0,23750.0,15334.0,37160.0,36800.0,37700.0,49848.0
2022-09-06,24700.0,63300.0,22850.0,115000.0,73754.0,12450.0,67000.0,25249.0,48087.0,76431.0,73951.0,15400.0,17673.0,82700.0,83574.0,55430.0,6520.0,23550.0,28250.0,70000.0,8600.0,21200.0,23700.0,15334.0,37253.0,36200.0,38500.0,49555.0
2022-09-07,24350.0,62500.0,21695.0,112000.0,72206.0,12350.0,67000.0,25291.0,46454.0,74368.0,71123.0,14500.0,16495.0,80000.0,81374.0,53085.0,6070.0,23000.0,27350.0,69600.0,8100.0,19750.0,22050.0,14910.0,36231.0,35300.0,36500.0,47458.0
2022-09-08,23900.0,62900.0,21214.0,115000.0,72464.0,11900.0,67000.0,25541.0,47180.0,74368.0,69666.0,15450.0,15945.0,78000.0,82474.0,52522.0,5880.0,23100.0,26850.0,69600.0,7900.0,19200.0,21450.0,14782.0,37671.0,35500.0,35000.0,46824.0
2022-09-09,23750.0,64400.0,21359.0,116100.0,72464.0,12400.0,67000.0,25499.0,48722.0,74564.0,72751.0,15400.0,16455.0,78800.0,81961.0,53085.0,5740.0,23800.0,26850.0,69500.0,7960.0,20500.0,22650.0,15037.0,40272.0,35500.0,37000.0,48287.0
2022-09-12,23100.0,64000.0,21022.0,115000.0,72722.0,12800.0,66900.0,25374.0,47633.0,73975.0,72923.0,15700.0,16612.0,79100.0,82254.0,53085.0,5600.0,23800.0,27050.0,69000.0,7960.0,21100.0,22050.0,14952.0,40504.0,35800.0,36000.0,47946.0
2022-09-13,23050.0,64100.0,20829.0,114000.0,72722.0,12850.0,66600.0,25749.0,47724.0,74368.0,73694.0,15850.0,16416.0,78600.0,82841.0,52991.0,5850.0,23700.0,27500.0,68600.0,8060.0,22150.0,22100.0,14782.0,41712.0,35800.0,35600.0,47848.0
2022-09-14,23050.0,63400.0,21118.0,112000.0,72206.0,13700.0,66000.0,27541.0,46998.0,72698.0,73351.0,15200.0,16377.0,78300.0,81888.0,52898.0,6100.0,23700.0,27000.0,68500.0,7950.0,23300.0,22550.0,14655.0,41433.0,35700.0,35600.0,48482.0
2022-09-15,23050.0,63900.0,20829.0,112000.0,71949.0,13600.0,65400.0,29415.0,47815.0,73189.0,73694.0,15500.0,16770.0,79200.0,82034.0,53085.0,6110.0,23600.0,26900.0,68300.0,8080.0,22700.0,23150.0,14612.0,41433.0,35500.0,35450.0,48482.0
2022-09-16,22450.0,62500.0,20348.0,112800.0,70917.0,13600.0,64900.0,28416.0,47270.0,74662.0,72066.0,15200.0,16180.0,80000.0,82987.0,52522.0,5710.0,23000.0,26200.0,68000.0,8000.0,23000.0,22200.0,14103.0,42641.0,33900.0,33700.0,47800.0
2022-09-19,21600.0,62900.0,19146.0,112500.0,71433.0,13850.0,64500.0,29082.0,44004.0,73876.0,70523.0,15050.0,15866.0,78800.0,82108.0,49802.0,5360.0,22650.0,25500.0,67800.0,7520.0,21400.0,20650.0,14103.0,40969.0,33650.0,33000.0,45849.0
2022-09-20,22150.0,63900.0,19915.0,113300.0,71691.0,13850.0,65000.0,29415.0,45546.0,74466.0,71894.0,15150.0,16180.0,79200.0,82841.0,51022.0,5610.0,23000.0,26000.0,67900.0,7800.0,21750.0,21200.0,14230.0,39947.0,33400.0,33050.0,46824.0
2022-09-21,21750.0,63100.0,19771.0,112000.0,70745.0,13650.0,64300.0,28749.0,44775.0,75547.0,71809.0,15450.0,16338.0,78900.0,83500.0,51678.0,5600.0,22900.0,25550.0,67700.0,7600.0,22350.0,21500.0,14273.0,40319.0,31450.0,32900.0,46775.0
2022-09-22,21950.0,63300.0,20300.0,110000.0,71261.0,13850.0,63700.0,29207.0,45546.0,75547.0,72323.0,15900.0,16691.0,78000.0,83574.0,51772.0,5700.0,23000.0,25400.0,68000.0,7800.0,22200.0,22100.0,14357.0,42270.0,31450.0,33150.0,47800.0
2022-09-23,21450.0,62600.0,19867.0,108600.0,70831.0,13900.0,63800.0,28916.0,44911.0,75350.0,71637.0,15300.0,16180.0,75900.0,83500.0,54773.0,5720.0,22700.0,25000.0,68900.0,7650.0,22200.0,21700.0,14527.0,40783.0,31300.0,32150.0,47507.0
2022-09-26,20500.0,62000.0,18761.0,107700.0,70057.0,13700.0,63500.0,29249.0,42189.0,72698.0,67267.0,14250.0,15081.0,75000.0,81448.0,54304.0,5370.0,22400.0,23500.0,67800.0,7200.0,20650.0,20300.0,14145.0,37950.0,29600.0,31900.0,46239.0
2022-09-27,20500.0,61000.0,18809.0,107700.0,69198.0,13450.0,63500.0,29582.0,42552.0,71126.0,67610.0,14250.0,14610.0,74300.0,81448.0,53835.0,5370.0,22400.0,23450.0,66000.0,7100.0,19300.0,19500.0,13890.0,39018.0,29400.0,30900.0,46239.0
2022-09-28,20300.0,57500.0,19001.0,102100.0,67049.0,12550.0,63200.0,29166.0,42915.0,70536.0,64353.0,14200.0,13824.0,75000.0,81374.0,52522.0,5370.0,21800.0,23300.0,65000.0,7100.0,19550.0,19900.0,13720.0,36324.0,29400.0,30800.0,45361.0
2022-09-29,19700.0,54600.0,18569.0,100000.0,66189.0,12400.0,62900.0,30624.0,40874.0,71420.0,64268.0,14000.0,12882.0,74000.0,81374.0,50178.0,5280.0,21650.0,22600.0,64400.0,7000.0,18800.0,19600.0,13720.0,33816.0,28950.0,30000.0,46190.0
2022-09-30,20600.0,55000.0,19050.0,99000.0,69198.0,13250.0,62500.0,28499.0,42507.0,71028.0,65982.0,14500.0,13117.0,73200.0,78442.0,50178.0,5200.0,21200.0,23200.0,64000.0,6630.0,19800.0,19350.0,13763.0,34001.0,28050.0,29700.0,46824.0
2022-10-03,19200.0,55500.0,17751.0,94000.0,66189.0,12350.0,62300.0,27749.0,39558.0,69750.0,62725.0,13700.0,12214.0,70600.0,73017.0,46707.0,4840.0,19750.0,21600.0,62000.0,6650.0,18450.0,18000.0,12828.0,31632.0,26100.0,27650.0,46287.0
2022-10-04,18750.0,57000.0,17125.0,90500.0,66619.0,11800.0,62300.0,27082.0,37653.0,69652.0,62982.0,13050.0,11468.0,71300.0,72211.0,45207.0,4520.0,18850.0,20750.0,61400.0,6650.0,18700.0,17200.0,13126.0,31772.0,26150.0,26950.0,47409.0
2022-10-05,19250.0,60000.0,17943.0,91400.0,67393.0,12400.0,65000.0,28957.0,39331.0,70340.0,66410.0,13350.0,12214.0,71500.0,75070.0,47458.0,4750.0,19200.0,22000.0,62000.0,6950.0,20000.0,18400.0,13508.0,33444.0,27500.0,28500.0,48726.0
2022-10-06,18000.0,60100.0,16741.0,86700.0,65759.0,11550.0,64300.0,30790.0,38742.0,68768.0,63497.0,13050.0,11389.0,70100.0,75363.0,45863.0,4510.0,18000.0,21400.0,61000.0,6630.0,19600.0,18450.0,12828.0,32515.0,26250.0,27300.0,47800.0
2022-10-07,16750.0,60200.0,16163.0,81500.0,63610.0,10750.0,63800.0,30999.0,37199.0,68572.0,62982.0,12150.0,10604.0,66700.0,75510.0,45207.0,4200.0,17600.0,19950.0,57400.0,6320.0,20000.0,18000.0,12616.0,30285.0,25000.0,26650.0,47450.0
2022-10-10,17000.0,60200.0,16741.0,80500.0,63610.0,11100.0,63000.0,30999.0,39785.0,69259.0,65210.0,12250.0,10996.0,65100.0,76976.0,46895.0,4200.0,18350.0,20700.0,57000.0,6200.0,20600.0,18150.0,12319.0,32143.0,25900.0,26500.0,48500.0
2022-10-11,15850.0,60000.0,15586.0,79800.0,61032.0,10350.0,62500.0,30832.0,39468.0,68964.0,64268.0,11400.0,10250.0,62000.0,76683.0,44081.0,3910.0,17500.0,19800.0,57900.0,5770.0,19200.0,16900.0,11469.0,30378.0,24400.0,24650.0,47150.0
2022-10-12,16950.0,60000.0,16596.0,81100.0,62235.0,9630.0,61500.0,30832.0,42189.0,70340.0,65639.0,10650.0,10290.0,64000.0,76976.0,45535.0,4060.0,18700.0,21150.0,60000.0,5800.0,19850.0,17250.0,11596.0,31214.0,26100.0,24700.0,48000.0
2022-10-13,17650.0,60400.0,16837.0,78700.0,62751.0,9900.0,61800.0,31499.0,42280.0,72501.0,65039.0,10550.0,10447.0,66500.0,76609.0,46192.0,4120.0,19500.0,22400.0,60100.0,6050.0,19600.0,16900.0,11894.0,31168.0,26500.0,25300.0,48400.0
2022-10-14,17650.0,59700.0,17222.0,79000.0,63610.0,10050.0,63100.0,30749.0,43097.0,72698.0,66239.0,11250.0,11154.0,68100.0,77049.0,47552.0,4250.0,19450.0,22700.0,61000.0,6280.0,20100.0,17400.0,11851.0,32051.0,26500.0,25550.0,47700.0
2022-10-17,18150.0,56000.0,17318.0,79000.0,63438.0,9460.0,62000.0,30832.0,44458.0,72796.0,68381.0,11550.0,11546.0,66300.0,76976.0,47552.0,4250.0,19250.0,22550.0,61000.0,6280.0,21500.0,17100.0,11596.0,32980.0,25600.0,24500.0,47800.0
2022-10-18,17700.0,58400.0,17125.0,82000.0,64384.0,9780.0,61800.0,30832.0,43686.0,75154.0,68638.0,11000.0,11546.0,67700.0,77709.0,47739.0,4380.0,18850.0,23000.0,64500.0,6350.0,21100.0,18250.0,12149.0,33444.0,26300.0,26200.0,47700.0
2022-10-19,17300.0,58500.0,16981.0,80000.0,64900.0,9540.0,61500.0,30874.0,43550.0,75252.0,68552.0,11100.0,11311.0,67900.0,78809.0,48020.0,4380.0,18400.0,23200.0,67000.0,6390.0,21400.0,18100.0,12149.0,33072.0,25850.0,26100.0,48400.0
2022-10-20,17150.0,58600.0,16741.0,80200.0,66877.0,9050.0,61500.0,30832.0,42643.0,76136.0,69581.0,10750.0,10996.0,69200.0,78882.0,47833.0,4270.0,18100.0,23250.0,66000.0,6100.0,21450.0,17600.0,12106.0,33583.0,25500.0,25300.0,48650.0
2022-10-21,15950.0,56800.0,15586.0,74800.0,63524.0,8500.0,61900.0,30665.0,39830.0,75645.0,67695.0,10000.0,10250.0,68000.0,76756.0,45066.0,3980.0,16900.0,21650.0,63800.0,5700.0,19950.0,16400.0,11936.0,32329.0,23850.0,23550.0,46000.0
2022-10-24,14850.0,56500.0,14528.0,72800.0,61118.0,8830.0,61700.0,30415.0,38107.0,72698.0,65810.0,9300.0,9543.0,68000.0,74410.0,44925.0,3790.0,16400.0,21000.0,59400.0,5310.0,18600.0,15300.0,11469.0,31958.0,22200.0,21950.0,42800.0
2022-10-25,14900.0,56100.0,14480.0,75000.0,62923.0,9030.0,62000.0,32499.0,40738.0,74662.0,67267.0,9200.0,9740.0,69900.0,74483.0,46895.0,3760.0,17100.0,22450.0,61900.0,5260.0,18950.0,15300.0,10747.0,32747.0,21000.0,20450.0,42600.0
2022-10-26,15000.0,54800.0,14287.0,78000.0,63438.0,8700.0,62400.0,33249.0,40375.0,74662.0,68038.0,8560.0,9543.0,70000.0,75803.0,48020.0,3620.0,16900.0,22400.0,63900.0,5200.0,17650.0,15000.0,10874.0,31865.0,21700.0,19050.0,43000.0
2022-10-27,16050.0,55000.0,15249.0,83000.0,65158.0,9300.0,61600.0,34999.0,41736.0,77118.0,69409.0,9150.0,10211.0,71700.0,75949.0,49709.0,3840.0,17400.0,23950.0,63500.0,5380.0,18850.0,15800.0,11469.0,32701.0,23000.0,19800.0,45900.0
2022-10-28,16150.0,55700.0,15297.0,83900.0,64470.0,9100.0,61700.0,32832.0,40375.0,76627.0,68381.0,9200.0,10329.0,71600.0,76613.0,49240.0,3920.0,16800.0,24050.0,63000.0,5310.0,18450.0,15600.0,11469.0,32608.0,23000.0,19000.0,46400.0
2022-10-31,16150.0,55400.0,15682.0,85500.0,64986.0,8660.0,61500.0,30832.0,39286.0,77118.0,67695.0,9040.0,10329.0,73500.0,76317.0,49240.0,3720.0,15650.0,24600.0,62200.0,5210.0,17200.0,15200.0,11384.0,31865.0,22700.0,17700.0,45950.0
2022-11-01,16900.0,55400.0,16308.0,86500.0,64900.0,8760.0,61500.0,29999.0,39604.0,78788.0,65982.0,9650.0,10447.0,75000.0,75061.0,49709.0,3700.0,15000.0,24450.0,61000.0,5290.0,16200.0,15800.0,11384.0,31772.0,22800.0,18900.0,46250.0
2022-11-02,16900.0,55400.0,15875.0,81000.0,63610.0,8990.0,61500.0,28374.0,37426.0,76922.0,64353.0,10050.0,10407.0,73600.0,74692.0,48771.0,3720.0,15350.0,24000.0,60000.0,5100.0,17300.0,15950.0,11427.0,31679.0,23000.0,18600.0,45750.0
2022-11-03,17250.0,55100.0,15875.0,85400.0,63696.0,8800.0,62000.0,29166.0,38107.0,78592.0,64525.0,10300.0,10368.0,73000.0,75357.0,49146.0,3680.0,15200.0,23600.0,60000.0,5000.0,17350.0,16250.0,11342.0,31029.0,23050.0,17800.0,47300.0
2022-11-04,16600.0,54300.0,14768.0,84300.0,62665.0,8290.0,61800.0,27207.0,37109.0,78592.0,60069.0,9750.0,9661.0,71800.0,70111.0,46895.0,3500.0,14650.0,24500.0,60000.0,4730.0,16950.0,15150.0,11002.0,29635.0,21450.0,16600.0,48700.0
2022-11-07,15500.0,53400.0,13758.0,84500.0,62407.0,7710.0,61500.0,25332.0,37109.0,80753.0,58698.0,9070.0,8994.0,71800.0,70555.0,45863.0,3260.0,13700.0,23350.0,57900.0,4400.0,16350.0,14100.0,10237.0,27591.0,19950.0,15450.0,47900.0
2022-11-08,16450.0,53300.0,14432.0,86000.0,63009.0,7800.0,61000.0,24999.0,37789.0,80950.0,59812.0,9090.0,8797.0,72600.0,71589.0,47645.0,3190.0,13150.0,23850.0,58000.0,4140.0,17000.0,14500.0,10237.0,26569.0,20300.0,14400.0,46600.0
2022-11-09,16250.0,53700.0,14335.0,87000.0,63610.0,7900.0,62000.0,23249.0,38107.0,79476.0,59126.0,9190.0,8954.0,74000.0,71884.0,48114.0,3190.0,13000.0,24450.0,57500.0,4100.0,16950.0,14250.0,10322.0,27870.0,20300.0,13400.0,45500.0
2022-11-10,15150.0,53000.0,13373.0,81000.0,62751.0,7350.0,60000.0,21624.0,35475.0,77020.0,58269.0,8550.0,8365.0,72800.0,71663.0,45629.0,2970.0,12100.0,22750.0,55500.0,3820.0,15800.0,13300.0,10025.0,25919.0,19000.0,12500.0,43850.0
2022-11-11,15600.0,54300.0,13566.0,86500.0,62579.0,6840.0,61300.0,20124.0,36111.0,77020.0,59298.0,7960.0,7784.0,75500.0,71811.0,45957.0,2950.0,12300.0,23600.0,54500.0,3560.0,14700.0,12400.0,9982.0,25548.0,20200.0,11650.0,44300.0
2022-11-14,15850.0,55000.0,13710.0,89100.0,60860.0,6370.0,60100.0,18749.0,33661.0,77610.0,58784.0,7410.0,7242.0,75100.0,71367.0,44644.0,2780.0,12200.0,23900.0,50700.0,3500.0,13700.0,11550.0,9685.0,23968.0,20300.0,10850.0,42000.0
2022-11-15,15100.0,57000.0,13373.0,89400.0,56648.0,5930.0,60100.0,17458.0,31347.0,75645.0,54670.0,6900.0,7580.0,75000.0,69520.0,41549.0,2590.0,12500.0,23400.0,47200.0,3320.0,12750.0,10750.0,9048.0,22296.0,19400.0,10100.0,39100.0
2022-11-16,16150.0,60400.0,14287.0,90900.0,59570.0,6340.0,60300.0,16249.0,33525.0,73189.0,57755.0,6420.0,8090.0,75100.0,71663.0,44363.0,2770.0,13350.0,24800.0,43900.0,3550.0,13600.0,11500.0,9303.0,23829.0,20250.0,10800.0,41500.0
2022-11-17,17200.0,64600.0,15201.0,97000.0,61032.0,6780.0,59500.0,15124.0,34205.0,74662.0,58784.0,6750.0,8247.0,76500.0,73879.0,44456.0,2960.0,14250.0,25000.0,40850.0,3790.0,13900.0,11300.0,9430.0,25455.0,21550.0,11150.0,42100.0
2022-11-18,17100.0,65600.0,15634.0,95200.0,61461.0,7250.0,58700.0,16166.0,33570.0,75645.0,59126.0,7030.0,8562.0,76500.0,73953.0,45301.0,3150.0,15100.0,24700.0,40850.0,4050.0,12950.0,12050.0,9642.0,25780.0,22100.0,11900.0,42300.0
2022-11-21,16700.0,64000.0,15490.0,95100.0,60258.0,7750.0,59000.0,15041.0,32663.0,76529.0,59555.0,7200.0,8601.0,75000.0,75431.0,44738.0,3250.0,14950.0,24100.0,40800.0,4330.0,13350.0,12850.0,9773.0,26802.0,22400.0,12700.0,41800.0
2022-11-22,16900.0,61000.0,15730.0,91800.0,60602.0,7800.0,61000.0,16083.0,32663.0,78101.0,59983.0,7000.0,8444.0,73500.0,76096.0,45160.0,3300.0,14800.0,23900.0,40500.0,4360.0,14200.0,12800.0,10000.0,27127.0,22450.0,13000.0,42750.0
2022-11-23,17500.0,59700.0,15201.0,92900.0,60602.0,7350.0,61300.0,16208.0,32890.0,78003.0,60155.0,6510.0,8130.0,73500.0,78090.0,45629.0,3070.0,13800.0,24400.0,40400.0,4060.0,13600.0,11950.0,9818.0,26151.0,21850.0,12100.0,43800.0
2022-11-24,18200.0,61000.0,15394.0,89000.0,60602.0,7860.0,61200.0,15791.0,33116.0,79771.0,59812.0,6060.0,8169.0,73000.0,78312.0,45676.0,3020.0,14350.0,24600.0,40250.0,3920.0,13000.0,11950.0,10000.0,26523.0,21000.0,12150.0,46000.0
2022-11-25,18900.0,65000.0,16452.0,94000.0,61891.0,8410.0,61500.0,15916.0,34114.0,80753.0,60326.0,6400.0,8719.0,73100.0,78460.0,46900.0,3150.0,15300.0,25800.0,40500.0,4130.0,13500.0,12750.0,10546.0,27591.0,22450.0,13000.0,46000.0
2022-11-28,19700.0,65000.0,17558.0,97200.0,63868.0,8960.0,61500.0,16208.0,35430.0,80262.0,62126.0,6840.0,9308.0,76700.0,80528.0,46800.0,3370.0,16350.0,27300.0,41950.0,4410.0,14300.0,13600.0,11091.0,28799.0,24000.0,13900.0,46200.0
2022-11-29,19750.0,69400.0,18232.0,99000.0,63868.0,8920.0,61500.0,17333.0,36746.0,81539.0,62468.0,7220.0,9936.0,79800.0,83336.0,47200.0,3600.0,17400.0,27400.0,42000.0,4670.0,15300.0,14200.0,11364.0,29449.0,25650.0,14800.0,47000.0
2022-11-30,20000.0,69600.0,18520.0,102000.0,64126.0,9050.0,61500.0,18333.0,37109.0,81343.0,63411.0,7700.0,10525.0,81000.0,83853.0,48450.0,3850.0,18400.0,27250.0,44400.0,4770.0,15800.0,14350.0,11818.0,29264.0,27400.0,15800.0,47400.0
2022-12-01,19500.0,66000.0,17510.0,99000.0,64212.0,8810.0,61500.0,17499.0,35657.0,80950.0,63839.0,7900.0,10132.0,80000.0,82745.0,47800.0,4110.0,18200.0,26150.0,47500.0,5100.0,15300.0,14500.0,12273.0,29078.0,27200.0,16900.0,46300.0
2022-12-02,20850.0,68800.0,18713.0,103900.0,66533.0,9110.0,61500.0,17916.0,37471.0,82522.0,66838.0,7900.0,10682.0,85000.0,84961.0,48200.0,4390.0,19450.0,27950.0,50600.0,5200.0,16350.0,15500.0,12636.0,29078.0,29100.0,18050.0,47000.0
2022-12-05,22300.0,68100.0,20012.0,105000.0,67307.0,8900.0,61600.0,18291.0,37245.0,83504.0,68038.0,7550.0,10722.0,85000.0,84887.0,50500.0,4690.0,20000.0,28600.0,50000.0,5200.0,16800.0,15250.0,12546.0,29728.0,31100.0,19300.0,48000.0
2022-12-06,20750.0,66600.0,18809.0,102000.0,65330.0,9520.0,61500.0,17083.0,38379.0,81048.0,66838.0,7030.0,9975.0,80000.0,82080.0,48000.0,4500.0,18600.0,27000.0,47300.0,4840.0,16500.0,14200.0,11818.0,29078.0,29550.0,17950.0,48500.0
2022-12-07,20300.0,71200.0,18520.0,100000.0,65759.0,9180.0,61500.0,16249.0,38560.0,81048.0,66324.0,6540.0,9426.0,78500.0,80307.0,48300.0,4440.0,18250.0,27350.0,45400.0,4510.0,16600.0,13250.0,11909.0,28799.0,29900.0,16700.0,48600.0
2022-12-08,21700.0,69900.0,19771.0,96000.0,66189.0,9200.0,61700.0,17374.0,39059.0,79574.0,66324.0,6090.0,10054.0,77000.0,82006.0,48500.0,4750.0,18900.0,27800.0,45400.0,4610.0,17000.0,13900.0,11955.0,29728.0,30300.0,17850.0,48450.0
2022-12-09,22400.0,67800.0,19483.0,97000.0,67049.0,9410.0,61500.0,18583.0,38969.0,78592.0,68552.0,6100.0,10368.0,77300.0,82671.0,47900.0,4930.0,19200.0,28050.0,47500.0,4510.0,16850.0,14300.0,12136.0,29728.0,30050.0,19050.0,47650.0
2022-12-12,21300.0,63100.0,18424.0,97000.0,66189.0,9010.0,62500.0,19874.0,39014.0,77118.0,68552.0,6520.0,9897.0,77400.0,82597.0,48500.0,4620.0,18600.0,27450.0,48000.0,4550.0,16500.0,13800.0,12182.0,29264.0,27950.0,17750.0,47550.0
2022-12-13,22550.0,61600.0,19627.0,97000.0,66361.0,9400.0,62200.0,21249.0,39468.0,76627.0,67695.0,6970.0,10211.0,78200.0,83114.0,49900.0,4480.0,19000.0,28150.0,49300.0,4570.0,17000.0,14400.0,12318.0,29264.0,27900.0,18450.0,47800.0
2022-12-14,23250.0,60800.0,19338.0,96000.0,65587.0,9250.0,61500.0,22666.0,39921.0,76136.0,66667.0,7450.0,10368.0,78800.0,83483.0,49750.0,4640.0,19200.0,27900.0,49900.0,4700.0,17700.0,14450.0,12409.0,29542.0,28000.0,17800.0,47600.0
2022-12-15,23250.0,60600.0,19483.0,98200.0,66791.0,9130.0,61500.0,23332.0,39921.0,76234.0,66153.0,7970.0,10447.0,79500.0,83483.0,49500.0,4540.0,19350.0,28250.0,47900.0,4700.0,17700.0,14600.0,12273.0,29728.0,28200.0,18200.0,47700.0
2022-12-16,22800.0,58400.0,19723.0,93500.0,66963.0,9250.0,62000.0,22832.0,39286.0,76627.0,67695.0,8520.0,11154.0,79700.0,83410.0,49600.0,4700.0,20400.0,28050.0,47900.0,4700.0,17750.0,15000.0,12273.0,29728.0,27500.0,19000.0,47000.0
2022-12-19,22400.0,56500.0,19723.0,95000.0,65845.0,8950.0,61800.0,23249.0,39286.0,75645.0,66067.0,9110.0,10761.0,79200.0,82745.0,48200.0,5020.0,20000.0,27550.0,48000.0,4720.0,17000.0,14400.0,12273.0,29589.0,26700.0,18000.0,46500.0
2022-12-20,22450.0,55900.0,19050.0,94000.0,65845.0,8330.0,62000.0,23749.0,40375.0,77315.0,64611.0,8500.0,10015.0,79000.0,81636.0,48000.0,4670.0,19000.0,28000.0,45200.0,4580.0,17500.0,13400.0,12364.0,29264.0,25800.0,16750.0,44700.0
