Date,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
7/4/22,20256,62502,35050,50365,26600,73670,108600,21818,16203,22000,17388,107700,67156,38708,13500,149103,19434,22350,36350,17675,62740,61000,18935,72700,129600,71307,19468,28500
7/5/22,20423,61510,36300,49521,27000,72566,103000,21038,16335,21900,17988,102000,64878,38516,13000,146481,18953,23050,37750,17804,62656,60500,18779,72300,125900,69408,19668,27950
7/6/22,20214,58832,35600,49709,25850,70951,95800,20308,15741,21450,17600,100000,63392,36645,12800,148229,18280,22500,37600,17448,61640,59100,18779,67500,127100,69456,19201,26000
7/7/22,20172,59129,36300,51585,26300,70611,94100,20211,15840,21750,17741,103000,63392,37413,12800,151726,18376,22600,37800,17772,63926,61000,19558,69800,129300,71715,19268,27000
7/8/22,20047,58435,35000,51209,25900,71036,95600,20649,15642,22450,17706,104900,64383,37748,13000,150657,19627,22500,37550,17545,62656,61000,19519,70000,127800,71715,19068,27000
7/11/22,19630,58633,34500,51209,25500,70356,94900,20405,15114,22050,17246,102500,63887,37892,12500,150657,19867,22050,35600,16833,60962,60500,18623,70000,127400,71715,18334,26000
7/12/22,20047,60915,36400,52429,25700,70951,99000,21818,15510,22300,17706,102000,63788,38756,12950,149200,20108,22600,36100,17286,60878,60200,18935,69900,125500,72010,18501,26200
7/13/22,20047,60518,36050,54398,26550,70101,96300,21964,15642,22300,17882,101000,62996,38324,13000,149200,19915,23050,36100,17254,60793,60100,18935,69500,124800,71224,18501,26250
7/14/22,20089,63098,36150,54304,27000,70356,98800,22597,15642,22200,18024,102500,62005,38468,13100,150463,20685,23300,35950,17416,61301,60100,19052,69500,126700,71126,18701,26050
7/15/22,20047,62304,35800,52991,27000,69847,97500,22548,15576,23200,17988,101200,60916,38180,13000,149589,20300,23000,36100,17545,61216,60000,18896,69600,124700,70340,18834,26200
7/18/22,19964,62403,35500,53742,26900,70526,97500,22597,15510,22600,17953,102600,60421,38612,13100,149783,20108,22550,36300,17642,60962,59000,19168,68000,124200,70438,18768,26050
7/19/22,19964,61014,35650,53554,26550,70526,101900,22597,15444,22150,17812,102000,59430,40387,13450,152309,19867,22950,36100,17578,60370,58800,18935,68800,124500,71519,18668,26000
7/20/22,20298,62502,36400,53929,27050,72141,103000,23181,15741,22350,18059,103000,60619,41106,13500,155223,20493,23050,36300,18419,61386,59700,19363,68200,125500,71715,18768,26050
7/21/22,20590,61709,36500,53179,27500,72226,104100,23084,15873,22700,18094,105500,63491,40626,13350,160274,20493,23100,36850,18322,61386,58900,19558,68500,126000,71912,18801,26300
7/22/22,20340,65975,35500,52804,26900,72311,107800,22889,15708,22200,18059,108500,63887,40099,13150,161245,20108,23000,37100,18160,61386,58700,20415,66500,125600,70733,18768,26000
7/25/22,20089,67264,35400,51960,26600,72566,104700,22207,15576,21900,17847,108600,62699,39427,13150,160274,19675,22850,36800,17739,61724,58900,20065,67300,125800,71617,18434,26300
7/26/22,20089,67959,35550,51022,26550,72056,104700,22159,15576,21650,17776,110000,62402,39187,13000,162897,19483,22950,36600,17480,62571,58700,19987,66100,125100,70733,18468,26050
7/27/22,20214,67959,35550,53648,27000,72396,104700,22499,15774,21250,17600,109900,61510,39619,13100,162897,19627,23050,36600,17448,63503,58600,19987,66500,125300,70929,18468,26300
7/28/22,20423,71332,36500,53085,27600,72141,106300,23327,16104,21400,18059,109900,61411,39811,13550,168045,20348,24450,37300,17610,63757,58800,20610,67000,127400,71322,18934,28100
7/29/22,20548,72919,37300,54211,27200,70951,107500,23279,15939,21500,18130,106100,60421,39427,13350,174844,20541,24700,37900,17221,63248,59900,20727,64000,125700,71519,19134,28000
8/1/22,20883,74804,39000,55524,28700,71376,107900,24058,16302,22800,18731,109400,60718,40099,13500,177758,21936,25200,38600,17642,65196,60000,20766,64700,127100,72206,19401,29000
8/2/22,20799,75003,38500,55242,28600,72226,108200,24155,16401,22900,18872,110000,61411,39331,13750,182421,22321,24950,38300,17901,66805,62500,20727,66600,127500,72108,19368,29000
8/3/22,20841,74209,39300,54773,29100,72056,112000,24058,16401,23750,19013,110000,61213,39235,13700,184461,22657,25450,38150,18128,67313,61900,20415,66000,127000,72108,19334,29050
8/4/22,20883,76094,39300,54773,28850,73160,109000,23960,16434,23650,19049,107900,62104,40387,13600,179701,22657,25200,38400,18646,69853,63000,20337,66400,129200,72010,19601,29000
8/5/22,20757,77384,39000,55149,29000,72906,109500,24107,16302,23300,19049,104500,62104,39955,14000,177370,23860,25250,38400,18646,69429,61800,20220,65400,126500,71322,19568,28950
8/8/22,20674,77681,38800,55055,29000,73075,111000,24447,16500,23600,19155,104800,62302,40722,14000,175816,23716,25300,39200,18484,69429,61500,20376,64600,125200,70929,20001,28700
8/9/22,20841,77681,38650,54680,28800,73245,112000,24594,16599,24100,19331,105200,62699,40387,14050,175039,23860,25250,39150,18516,68413,60900,20298,65300,126400,70733,20168,28550
8/10/22,20757,79368,38400,53929,28450,73075,110900,24399,16533,23800,19225,105800,62996,40243,13950,176787,23620,24900,38800,18322,68159,61300,20259,64800,125400,71224,20068,28400
8/11/22,20674,78872,38300,53179,28500,73075,113000,24058,16698,23400,18943,106800,62402,40147,13800,176787,23475,25200,38500,18452,69006,61400,19987,65800,125200,69849,19734,28900
8/12/22,20715,80360,39200,54586,28650,73500,114400,24204,16764,23950,19119,107200,62402,40243,14000,176787,23956,25650,38800,18516,69091,61200,20103,66200,124300,70635,19934,29350
8/15/22,20841,79765,41000,54304,29450,75540,114000,24204,17358,24000,19331,108500,64383,40387,14000,180672,23812,25650,39100,18743,69260,61500,20454,66400,124400,70242,20234,29550
8/16/22,20757,79368,40500,53929,29200,75370,113500,24155,17391,24550,19261,109000,65373,41490,14100,182615,23668,25550,39000,18678,69006,61300,20571,65900,123400,70536,20101,29300
8/17/22,20841,80856,40000,53273,29100,75030,112400,23912,17655,24300,19614,111300,64383,40914,13950,183101,23620,25400,39300,18581,69006,61300,20376,67300,123500,71322,20101,29500
8/18/22,21008,79566,39600,52991,28750,75030,113700,23717,17688,24150,19543,112000,63887,40674,13800,187958,24149,25200,39100,18581,69006,61100,20259,68100,124000,72108,20034,29600
8/19/22,20757,79368,39350,52335,28250,73840,115600,23571,17325,23750,19508,112000,63491,40962,13600,189415,24197,25100,39000,18387,68498,60100,20026,67900,124000,72796,20834,29300
8/22/22,20590,84924,38450,53460,28000,73755,114900,23035,16797,23350,19594,111800,65868,40626,13650,188443,23764,24700,38700,18063,67736,59400,19480,66000,123900,72403,20834,29050
8/23/22,20715,88297,39500,53273,28000,73925,117000,23327,16962,23650,19678,112600,66264,42209,13900,184558,24437,25000,38800,18128,67905,59500,19636,65000,123500,74466,20801,28850
8/24/22,20757,88297,39300,53367,28200,74098,117300,23522,17094,23500,19763,111900,66165,42017,14050,181644,24293,25400,39250,18193,69429,59700,19558,64900,123500,76332,20934,28600
8/25/22,20883,89884,39300,53460,28700,74183,116500,24788,17457,23850,20060,112800,67750,42113,14100,182129,24534,25650,39550,18646,69429,61000,20026,65900,123400,76529,21301,29200
8/26/22,20715,89785,39400,53460,28450,74957,115200,24740,17358,23500,20018,112200,71514,41730,14250,182615,23860,25100,39500,18387,69853,60300,19792,65000,123000,75547,21068,28850
8/29/22,20507,88297,39000,53742,27900,74355,117500,24301,17127,23000,19848,112200,73297,41154,13950,182615,23475,24850,38750,17934,69853,59700,19714,63600,122000,74171,20801,28400
8/30/22,20507,90182,39800,53835,28400,74269,118900,25957,17358,23050,20060,113700,72604,40530,13850,182518,23042,24650,38750,18063,72816,59900,19480,63600,122400,74662,20901,28400
8/31/22,20590,91273,40000,54867,28250,74441,117100,25665,17622,23000,20145,114500,73297,40482,14000,182518,23090,24800,38950,18128,71123,61000,19480,63700,121600,74171,21201,27700
9/5/22,20465,89785,39500,55899,27950,74098,116400,25519,17424,23900,20018,115500,71811,40195,14000,182615,22802,24700,38600,18128,69937,61000,19129,64000,120000,76136,20868,27550
9/6/22,20590,88198,40050,55430,28250,73754,116500,25227,17622,23550,20060,115000,72207,39811,14300,183198,22850,24700,38650,18128,70022,61100,19168,63300,119700,76431,20934,28050
9/7/22,20298,87206,37800,53085,27350,72206,112000,25129,17226,23000,19509,112000,70028,38372,14000,182615,21695,24350,37550,17675,67736,59500,19091,62500,113900,74368,20201,27650
9/8/22,20047,87305,36700,52522,26850,72464,111800,24350,16830,23100,19339,115000,70821,38180,13700,186209,21214,23900,37400,17416,66043,59600,18389,62900,115000,74368,19934,27400
9/9/22,20047,89091,37000,53085,26850,72464,114000,24691,17028,23800,19254,116100,71316,38564,14050,188249,21359,23750,37650,17480,66720,59900,18389,64400,118000,74564,20334,27500
9/12/22,19838,89388,36900,53085,27050,72722,113700,24350,16929,23800,19169,115000,73297,38612,14100,189415,21022,23100,37500,17448,66974,61400,18194,64000,117500,73975,20301,28750
9/13/22,19880,90281,36800,52991,27500,72722,114200,24399,17094,23700,19127,114000,73396,38468,14150,185529,20829,23050,37300,17383,66551,60700,18194,64100,117400,74368,20334,28350
9/14/22,19630,90777,36500,52898,27000,72206,112500,24350,16632,23700,19000,112000,73000,37796,14150,178730,21118,23050,36800,17189,66297,60000,18039,63400,116200,72698,20201,28500
9/15/22,19671,97127,35750,53085,26900,71949,111800,24837,16599,23600,18788,112000,73198,37700,14450,179992,20829,23050,36600,17189,67059,60500,17922,63900,116000,73189,20201,28850
9/16/22,19337,97226,35500,52522,26200,70917,111000,23960,16500,23000,18491,112800,71316,37557,14250,179992,20348,22450,36000,17027,67736,59600,17727,62500,115700,74662,20368,29850
9/19/22,19087,96531,34200,49802,25500,71433,108000,22305,16170,22650,17812,112500,69830,36453,13500,179992,19146,21600,35050,16186,66720,58400,17181,62900,115000,73876,19934,29100
9/20/22,19128,95738,35150,51022,26000,71691,109100,22889,16368,23000,18109,113300,71019,36453,13700,182129,19915,22150,35050,16445,67059,58900,17376,63900,116100,74466,20001,29050
9/21/22,18878,95539,34750,51678,25550,70745,109000,22646,16302,22900,17982,112000,69335,36357,13450,182615,19771,21750,34500,16347,66805,58300,17142,63100,115000,75547,19668,28600
9/22/22,19045,95341,35150,51772,25400,71261,111000,22986,16302,23000,18024,110000,69434,36022,13650,181644,20300,21950,34550,16412,66043,57700,17532,63300,115000,75547,19534,28650
9/23/22,18878,93952,34750,54773,25000,70831,112500,22743,16038,22700,17812,108600,68741,35686,13400,181644,19867,21450,34200,16218,64265,57200,17376,62600,112800,75350,19168,28500
9/26/22,18544,93059,33400,54304,23500,70057,113600,22402,15477,22400,17049,107700,67354,34631,12800,179701,18761,20500,33250,16121,63503,55900,17571,62000,110100,72698,18401,26650
9/27/22,18711,92265,33700,53835,23450,69198,111500,22159,15922,22400,17134,107700,66463,33959,12950,179992,18809,20500,33500,16121,62910,54100,18117,61000,110500,71126,18268,26650
9/28/22,18377,90281,33500,52522,23300,67049,104000,21623,15799,21800,16922,102100,64383,33480,12850,177758,19001,20300,33250,15959,63503,51200,17766,57500,110100,70536,18500,26850
9/29/22,18377,84031,33500,50178,22600,66189,105000,20357,15799,21650,16795,100000,63392,32952,12550,177564,18569,19700,33000,15991,62656,50800,17259,54600,110100,71420,18000,27200
9/30/22,18544,89884,33900,50178,23200,69198,110000,20357,15799,21200,16964,99000,63392,31561,12350,179701,19050,20600,32500,16186,61978,50700,17142,55000,110900,71028,18000,28000
10/3/22,18042,89289,31550,46707,21600,66189,107000,18944,15180,19750,15861,94000,59034,31033,11500,176981,17751,19200,30250,15441,59777,50400,16480,55500,110000,69750,17000,26100
10/4/22,17541,87602,31000,45207,20750,66619,106000,17776,15262,18850,15946,90500,60421,30698,11600,182615,17125,18750,30300,15409,60370,50600,16558,57000,112900,69652,16800,26700
10/5/22,17374,89487,31800,47458,22000,67393,107000,18603,15262,19200,16286,91400,61609,31657,12100,183586,17943,19250,30500,15538,60539,53800,16714,60000,115000,70340,17000,27000
10/6/22,16706,88297,31000,45863,21400,65759,106900,17337,14974,18000,15353,86700,57449,30889,11400,180478,16741,18000,29300,15538,59354,53600,16168,60100,114200,68768,16500,26500
10/7/22,15578,84500,29200,45207,19950,63610,102000,16168,14396,17600,14377,81500,53487,30506,10650,181644,16163,16750,27250,14470,56475,53800,15584,60200,115000,68572,15350,26000
10/10/22,15620,87500,30000,46895,20700,63610,106000,16461,13942,18350,14632,80500,56558,32137,11000,179215,16741,17000,25800,13466,55120,53900,15545,60200,110000,69259,15350,25400
10/11/22,14618,82300,28500,44081,19800,61032,106100,15341,13365,17500,13614,79800,54874,31657,10250,178244,15586,15850,24000,12528,52495,51800,15078,60000,107000,68964,15350,23650
10/12/22,15620,85000,30450,45535,21150,62235,107000,15950,13860,18700,14547,81100,56954,32520,10600,178244,16596,16950,24800,13272,54189,52500,15272,60000,108700,70340,16000,24200
10/13/22,16664,85000,32450,46192,22400,62751,108000,16000,13860,19500,14759,78700,57053,32328,10600,184558,16837,17650,25300,13337,56306,52800,15350,60400,108700,72501,16000,25600
10/14/22,17416,85000,33000,47552,22700,63610,109800,16450,14025,19450,15098,79000,59331,32328,10800,183004,17222,17650,25700,13337,57660,51900,15740,59700,109000,72698,16150,25200
10/17/22,17500,84000,32700,47552,22550,63438,111500,16600,13612,19250,14844,79000,58340,31561,11150,179798,17318,18150,25100,13337,56136,49500,15506,56000,109000,72796,15950,24900
10/18/22,17875,86000,32800,47739,23000,64384,111000,16800,13860,18850,14886,82000,58440,31897,11100,184364,17125,17700,25300,13337,57322,50500,15545,58400,109100,75154,15950,25800
10/19/22,17625,85000,33000,48020,23200,64900,109100,16550,13777,18400,14844,80000,58440,31897,11000,185432,16981,17300,25200,13305,57491,50000,15896,58500,109100,75252,15950,25200
10/20/22,17834,85000,33150,47833,23250,66877,110900,16200,13860,18100,14547,80200,57845,32137,10850,185821,16741,17150,24600,13337,58592,50000,15545,58600,108900,76136,15950,25100
10/21/22,17040,83500,32600,45066,21650,63524,107200,15100,13612,16900,13656,74800,53883,30218,10300,187472,15586,15950,22900,13013,57576,47950,14961,56800,108900,75645,15550,24000
10/24/22,16288,82000,30350,44925,21000,61118,107200,14050,13159,16400,13232,72800,50119,28107,9880,175816,14528,14850,21300,13046,57576,44600,14688,56500,107000,72698,15400,22350
10/25/22,17040,82000,31300,46895,22450,62923,107200,13300,13200,17100,13911,75000,51506,26860,9970,182421,14480,14900,21300,13046,59184,44600,15000,56100,108000,74662,15450,23000
10/26/22,17249,81900,31700,48020,22400,63438,108000,13500,13159,16900,13911,78000,51407,26621,10000,180770,14287,15000,21400,12948,59269,43500,14844,54800,107500,74662,15550,22200
10/27/22,18418,81700,33900,49709,23950,65158,110000,14400,13695,17400,14844,83000,52794,27916,10400,182518,15249,16050,22850,13596,60708,44000,15506,55000,108000,77118,16550,23750
10/28/22,18627,81800,33800,49240,24050,64470,109000,14500,13612,16800,14971,83900,52695,27820,10350,180770,15297,16150,24400,13499,60624,44900,15350,55700,107800,76627,16350,23700
10/31/22,18711,81800,34550,49240,24600,64986,111100,14400,13530,15650,15013,85500,51110,27340,10350,179992,15682,16150,24600,13402,62232,45000,15272,55400,107600,77118,16350,24600
11/1/22,18752,81100,34050,49709,24450,64900,110000,14500,13695,15000,15268,86500,49624,27916,10350,178341,16308,16900,25650,14114,63503,45000,15701,55400,106300,78788,17200,26250
11/2/22,18210,80500,33700,48771,24000,63610,110000,14200,13571,15350,15183,81000,47544,28107,10200,178244,15875,16900,25200,13952,62317,44900,16130,55400,105000,76922,17500,25800
11/3/22,17834,79000,33000,49146,23600,63696,111400,14250,13200,15200,14971,85400,49030,28060,10100,176787,15875,17250,25850,13758,61809,45000,15818,55100,102700,78592,17500,26000
11/4/22,16831,74000,33300,46895,24500,62665,111000,13350,12705,14650,15183,84300,45613,27628,9800,176787,14768,16600,25500,13790,60793,44500,15389,54300,100100,78592,16950,26000
11/7/22,17249,75000,33300,45863,23350,62407,112900,12450,11839,13700,14377,84500,42443,27676,9790,178730,13758,15500,23750,13013,60793,43900,14376,53400,100200,80753,17100,25500
11/8/22,17792,74700,34900,47645,23850,63009,114400,13050,11962,13150,14589,86000,44176,28251,10450,177758,14432,16450,24150,13272,61470,43800,14454,53300,100400,80950,17200,25250
11/9/22,17332,74500,36150,48114,24450,63610,116400,13300,12210,13000,14377,87000,45068,28900,10850,179215,14335,16250,24350,13078,62656,44550,14337,53700,100600,79476,17500,25400
11/10/22,16706,73300,34700,45629,22750,62751,113400,12400,12045,12100,13402,81000,41948,27000,10250,179215,13373,15150,22750,12884,61640,43950,13636,53000,100000,77020,16300,24800
11/11/22,17374,73600,36000,45957,23600,62579,113900,11550,12210,12300,13571,86500,42592,27200,10600,182421,13566,15600,22800,12884,63926,44150,13636,54300,101300,77020,16300,25300
11/14/22,16957,72500,35900,44644,23900,60860,113800,10750,12045,12200,12893,89100,40264,26500,10300,189415,13710,15850,22200,12754,63587,44000,13558,55000,101900,77610,15700,25350
11/15/22,15954,72400,33400,41549,23400,56648,111500,10000,11550,12500,12002,89400,37490,24650,9580,181158,13373,15100,20700,12884,63503,43400,13246,57000,101800,75645,14650,24950
11/16/22,17040,74800,35700,44363,24800,59570,117000,10700,12292,13350,12808,90900,40066,26000,10100,175621,14287,16150,22100,13499,63587,44900,14026,60400,101900,73189,15500,26550
11/17/22,17583,78900,35650,44456,25000,61032,119700,11400,12622,14250,13317,97000,41403,25650,10100,177758,15201,17200,22950,13499,64773,47950,14376,64600,102100,74662,15500,28400
11/18/22,17667,77000,35950,45301,24700,61461,114300,12150,12375,15100,13317,95200,41750,25100,10100,174067,15634,17100,22700,13337,64773,48000,14337,65600,102200,75645,15500,27600
11/21/22,17207,76500,35500,44738,24100,60258,111300,13000,12210,14950,13317,95100,40264,25300,10300,177370,15490,16700,22250,13337,63503,46950,14415,64000,100600,76529,15500,26300
11/22/22,16998,75000,36450,45160,23900,60602,109200,12600,12086,14800,13402,91800,39818,26200,10350,176010,15730,16900,21850,13369,62232,45300,14182,61000,98100,78101,15500,26150
11/23/22,17249,75000,37400,45629,24400,60602,108200,12550,12086,13800,13317,92900,40115,26650,10450,176787,15201,17500,22000,12948,62232,44400,13948,59700,100400,78003,15050,26150
11/24/22,17541,75000,38000,45676,24600,60602,105800,13000,12210,14350,13317,89000,37342,27500,10600,175330,15394,18200,22150,12948,61809,45000,13909,61000,101200,79771,15100,27100
11/25/22,17959,74900,40000,46900,25800,61891,104800,13500,12334,15300,13741,94000,37441,28250,10850,174844,16452,18900,23000,13143,61894,47000,14259,65000,102000,80753,15500,27400
11/28/22,18585,77000,39500,46800,27300,63868,112100,14100,12746,16350,14589,97200,39769,29350,11300,172027,17558,19700,24600,13596,64942,50200,14844,65000,102200,80262,16100,29300
11/29/22,18502,79000,41000,47200,27400,63868,112000,14150,12746,17400,14589,99000,42393,29600,11300,170959,18232,19750,25200,13920,67567,53100,14766,69400,102800,81539,16150,30500
11/30/22,18460,80800,41100,48450,27250,64126,110200,14200,12829,18400,14759,102000,43681,29500,11650,174844,18520,20000,25900,14243,68583,54500,15779,69600,103000,81343,16800,30550
12/1/22,18794,80800,39000,47800,26150,64212,106500,14800,13159,18200,15098,99000,43632,31000,11200,170376,17510,19500,27400,14114,67736,53500,15584,66000,103200,80950,16800,30000
12/2/22,19630,80800,41200,48200,27950,66533,111200,15500,13612,19450,15946,103900,46554,31450,11700,171930,18713,20850,28800,14761,71970,57200,16675,68800,106500,82522,17300,31550
12/5/22,19713,82000,41250,50500,28600,67307,113200,15600,13984,20000,16116,105000,47148,32050,11500,174553,20012,22300,29000,14988,71970,58300,17065,68100,106900,83504,18150,31550
12/6/22,18627,80000,39100,48000,27000,65330,109500,14550,13530,18600,15013,102000,43929,30200,10900,173387,18809,20750,27050,13984,67736,55000,15896,66600,106000,81048,16900,29350
12/7/22,18627,79200,39000,48300,27350,65759,106800,14000,13117,18250,14674,100000,44424,29200,10950,173873,18520,20300,26400,13563,66466,55500,15935,71200,106000,81048,16200,29500
12/8/22,18920,80400,39000,48500,27800,66189,106000,14700,13612,18900,15353,96000,45563,29800,11200,172902,19771,21700,28200,14243,65196,55400,16324,69900,107000,79574,17000,28750
12/9/22,19254,79500,39200,47900,28050,67049,106000,15050,13860,19200,15437,97000,45761,30400,11200,172902,19483,22400,28250,14567,65450,54100,16324,67800,111500,78592,16900,28900
12/12/22,18794,78000,38100,48500,27450,66189,105000,14800,13365,18600,15013,97000,45464,31100,11150,173193,18424,21300,27200,14826,65535,50500,15857,63100,111400,77118,16650,27050
12/13/22,19254,80000,38700,49900,28150,66361,105600,15000,13571,19000,15268,97000,45959,31400,11400,172902,19627,22550,28800,14891,66212,53000,16168,61600,112000,76627,17100,28000
12/14/22,19337,80000,38800,49750,27900,65587,107500,15500,13571,19200,15395,96000,46009,31350,11400,173873,19338,23250,28800,14761,66720,53000,16052,60800,112200,76136,17050,27950
12/15/22,19379,79900,39000,49500,28250,66791,106300,15600,13819,19350,16074,98200,46554,31250,11400,173873,19483,23250,29500,14891,67313,50700,16363,60600,112900,76234,18200,27900
12/16/22,19212,80000,38900,49600,28050,66963,106400,15800,14272,20400,15946,93500,47395,31000,11450,172027,19723,22800,29150,14891,67482,49300,16207,58400,113000,76627,18500,26200
12/19/22,19003,79300,38800,48200,27550,65845,105200,15300,14314,20000,15565,95000,46702,30400,11100,169987,19723,22400,29250,14567,67059,48200,16168,56500,111200,75645,17950,27300
12/20/22,18836,79500,38500,48000,28000,65845,104800,14300,13736,19000,14928,94000,46058,29350,10700,170483,19050,22450,27700,14243,66889,48200,15350,55900,111300,77315,17300,25750
12/21/22,19045,79500,38600,48000,27500,66361,103500,14200,13860,18900,15013,94900,45959,29500,10450,172454,18569,23550,27700,13984,66635,48500,15350,54900,111600,78297,17650,26000
12/22/22,19128,80000,39000,48200,27600,66361,101200,14500,13901,18900,15268,94400,46058,30650,10700,172749,18376,23400,27700,14470,67143,49000,15545,55000,111300,77000,18450,26000
12/23/22,19128,79800,39000,47900,27650,67049,101500,14350,14025,18350,15056,95000,45365,30900,10950,172454,17606,23500,27600,14243,66974,49800,15311,55100,111500,76200,18350,25800
12/26/22,18460,78000,38800,45500,26050,65673,102600,13350,13406,17100,14250,91500,42195,30200,10300,170483,16404,21900,25700,13596,66805,47000,14298,52900,108900,76000,17200,24550
12/27/22,18460,79900,40000,46500,26600,65759,103100,14250,13489,18250,14632,91600,43384,30600,10650,169004,17510,22500,26300,13628,66974,47500,14805,53400,108000,76600,17900,25800
12/28/22,18377,79900,41900,46700,27150,65931,103000,14200,13365,18200,14801,93000,42592,31500,10650,173932,17462,22900,26150,13855,67736,47700,14805,53500,110500,77000,18150,26900
12/29/22,18377,79200,40000,46500,27000,65502,102600,13800,13117,18000,14759,94000,42492,31350,10500,170384,16933,22350,25950,13855,68329,47800,14727,53600,109200,77000,17800,26500
12/30/22,18293,80600,38600,46600,27250,66103,101500,13800,13159,18000,14504,93000,42492,31700,10650,164471,17029,22500,25850,13628,67736,48000,14805,53800,109500,76100,17900,26300
1/3/23,18961,84000,41200,47700,28000,68768,105000,14600,13612,19250,15268,96000,43532,32950,11050,166541,18184,23500,27450,14179,69937,49400,15506,56800,111700,78500,18500,28100
1/4/23,18920,84000,40800,47700,28500,68768,105000,14850,13489,19400,15225,99300,43087,35250,11000,169004,18280,23300,27300,14243,70107,49000,15506,56000,110400,79300,18900,28600
1/5/23,19087,83800,40750,48050,28500,69284,106600,14900,13530,19800,15437,99500,43186,35800,11750,171665,18569,24200,27650,14599,71123,49700,15662,56200,110000,81200,18950,29200
1/6/23,19337,82900,41650,48050,28600,69026,104700,14400,13571,19400,15480,95800,42740,35100,11750,178071,18184,24300,27700,14567,71123,49900,16052,56100,107800,79800,18950,29250
1/9/23,19295,82300,41000,47900,29100,69026,104500,14400,13819,19600,15480,96500,41601,35500,11600,176987,18280,24650,27750,14567,73578,50200,16480,55000,109200,80700,18850,29400
1/10/23,19588,82000,41300,48000,28550,69112,104600,14400,13819,19800,15437,95400,41799,36850,11700,173538,18184,24950,27450,14567,73917,49750,16480,54500,109100,81000,18700,29400
1/11/23,20214,82000,41250,48600,29100,69542,104200,14500,13777,20200,15480,96000,42146,37250,11650,178366,18569,24700,27650,14535,72054,50800,16519,55100,110100,79400,18450,28500
1/12/23,20465,81800,41450,49100,28900,69370,105000,14800,13695,20050,15480,93300,41700,37100,11750,177184,18569,24950,27850,14502,71800,51500,16987,55000,109800,80000,18700,28700
1/13/23,20172,81900,41800,48900,29100,68768,104500,14550,13736,19950,15480,95000,41651,37050,11850,183195,18472,25300,27800,14502,72647,52000,17181,55000,107700,80600,19400,28600
1/16/23,20883,81900,44700,48150,30000,69456,103000,15200,13942,20250,15692,94900,41502,36800,11850,185757,18665,25500,28100,14243,73917,51300,17376,54800,107300,79400,19400,28500
1/17/23,21133,83500,44950,48600,30600,70487,104200,15750,14231,21650,16455,97500,42641,37350,12150,184279,19627,26550,29000,14891,75695,52000,17844,55200,110600,80900,19600,29850
1/18/23,21300,84500,45100,48400,30750,71691,104300,16000,14396,21700,16582,99900,44523,38000,12150,184279,19771,26800,29100,15279,76203,52500,17844,56700,112300,81300,19650,29300
1/19/23,21718,84300,45950,49900,31100,72120,104500,16300,14437,21150,16625,102000,45167,38000,12200,182998,20397,26800,29100,15538,78743,52200,17844,57400,114500,81300,19500,29650
1/27/23,22010,85200,44550,51000,30350,72206,108200,16850,14602,21500,16710,103700,45464,38100,12200,190290,20156,26650,29050,15862,78743,53300,18194,59200,116200,80000,19700,30300
1/30/23,21217,84800,44500,50500,29750,71949,106600,16500,15056,21750,16328,102000,45761,37050,12350,187235,20204,25850,28700,15473,76118,51500,17961,57700,113000,79400,19250,29800
1/31/23,21760,84800,45100,50400,30500,71777,106300,16700,15386,22100,16582,101100,46058,36800,12400,186250,20781,27100,29400,16186,77812,50900,18350,57100,116300,77100,19450,29700
2/1/23,21050,84000,42800,50000,29000,70487,106600,15550,15675,21100,16031,95200,46653,36250,11950,184279,19386,25650,28200,15344,75441,48000,18389,55200,113900,77200,18300,28000
2/2/23,20883,84000,43150,49950,29200,70401,107000,15250,15139,21300,16074,96700,49426,36200,12000,184772,19386,26150,28000,15473,76711,47900,18389,55800,112000,76700,18400,28850
2/3/23,20465,84000,43350,49700,29050,68854,105200,15400,15304,21100,15777,96500,47346,37300,12150,189995,19001,26050,27100,15538,78743,48100,18935,56000,109100,76000,18250,29200
2/6/23,20799,84000,45000,50600,29900,69198,106000,15600,15262,21150,15861,96300,46702,38800,12550,192557,19242,25700,27950,15603,81283,47950,18428,56000,109500,77400,18500,29500
2/7/23,20548,84000,43800,49200,29200,69370,106300,14800,14850,19750,15565,94100,45266,39000,12200,188418,18328,25750,27400,15797,77896,46800,17961,55000,109400,76100,17950,28550
2/8/23,20590,84500,44500,49250,29900,69800,107300,14750,15097,20850,15607,93500,44077,37200,12250,194331,18761,25000,27850,15927,79759,46600,18078,54400,108000,75800,17950,28500
2/9/23,20465,84700,44000,49350,29400,69370,108100,14950,15015,20600,15649,91800,43582,37900,12000,190980,18617,24450,27300,15700,78743,45300,17915,54200,101900,75000,18000,28200
2/10/23,20214,84500,42950,49800,29100,69370,106100,14650,14974,20500,15522,91200,41700,38300,12000,186644,18280,23650,26950,15247,80013,45400,17100,54000,102000,75900,17500,28200
2/13/23,19964,83800,44400,48500,29150,69370,105900,14000,14891,20200,15268,92900,42096,37900,11700,189108,17799,24500,26600,14891,79166,44400,16449,53400,103100,75300,17000,28500
2/14/23,19922,84500,43400,49100,28700,69456,105600,14150,14561,20600,15141,92900,42096,38000,11850,185264,18184,24400,26850,15214,78320,42750,16693,52900,102800,74700,16700,28000
